Country,Tariff_Year,HS_Family,Average_Tariff,Free_Trade_Agreement_with_US,European_Union
Slovakia,2011,20,17.29,No,Yes
Slovakia,2011,22,3.94,No,Yes
Slovakia,2011,24,39.67,No,Yes
Slovakia,2011,30,0.00,No,Yes
Slovakia,2011,40,2.65,No,Yes
Slovakia,2011,47,0.00,No,Yes
Slovakia,2011,72,0.27,No,Yes
Slovakia,2011,73,1.72,No,Yes
Slovakia,2011,87,5.78,No,Yes
Slovakia,2011,94,2.27,No,Yes
Slovakia,2011,95,2.33,No,Yes
Slovakia,2010,2,5.18,No,Yes
Slovakia,2010,7,8.92,No,Yes
Slovakia,2010,8,6.14,No,Yes
Slovakia,2010,9,2.26,No,Yes
Slovakia,2010,10,4.48,No,Yes
Slovakia,2010,11,12.18,No,Yes
Slovakia,2010,14,0.00,No,Yes
Slovakia,2010,15,5.57,No,Yes
Slovakia,2010,16,15.23,No,Yes
Slovakia,2010,17,6.84,No,Yes
Slovakia,2010,18,6.13,No,Yes
Slovakia,2010,19,10.65,No,Yes
Slovakia,2010,20,17.29,No,Yes
Slovakia,2010,22,3.94,No,Yes
Slovakia,2010,24,39.67,No,Yes
Slovakia,2010,30,0.00,No,Yes
Slovakia,2010,40,2.65,No,Yes
Slovakia,2010,47,0.00,No,Yes
Slovakia,2010,72,0.27,No,Yes
Slovakia,2010,73,1.72,No,Yes
Slovakia,2010,87,5.78,No,Yes
Slovakia,2010,94,2.28,No,Yes
Slovakia,2010,95,2.33,No,Yes
Slovenia,2020,2,5.15,No,Yes
Slovenia,2020,7,8.49,No,Yes
Slovenia,2020,8,5.87,No,Yes
Slovenia,2020,9,2.28,No,Yes
Slovenia,2020,10,2.15,No,Yes
Slovenia,2020,11,12.18,No,Yes
Slovenia,2020,14,0.00,No,Yes
Slovenia,2020,15,5.35,No,Yes
Slovenia,2020,16,17.98,No,Yes
Slovenia,2020,17,6.84,No,Yes
Slovenia,2020,18,6.13,No,Yes
Slovenia,2020,19,10.65,No,Yes
Slovenia,2020,20,17.47,No,Yes
Slovenia,2020,22,4.34,No,Yes
Slovenia,2020,24,44.70,No,Yes
Slovenia,2020,30,0.00,No,Yes
Slovenia,2020,40,2.56,No,Yes
Slovenia,2020,47,0.00,No,Yes
Slovenia,2020,72,0.27,No,Yes
Slovenia,2020,73,1.71,No,Yes
Slovenia,2020,87,6.19,No,Yes
Slovenia,2020,94,2.43,No,Yes
Slovenia,2020,95,2.33,No,Yes
Slovenia,2019,2,5.15,No,Yes
Slovenia,2019,7,8.49,No,Yes
Slovenia,2019,8,5.87,No,Yes
Slovenia,2019,9,2.28,No,Yes
Slovenia,2019,10,2.15,No,Yes
Slovenia,2019,11,12.18,No,Yes
Slovenia,2019,14,0.00,No,Yes
Slovenia,2019,15,5.37,No,Yes
Slovenia,2019,16,17.98,No,Yes
Slovenia,2019,17,6.84,No,Yes
Slovenia,2019,18,6.13,No,Yes
Slovenia,2019,19,10.65,No,Yes
Slovenia,2019,20,17.47,No,Yes
Slovenia,2019,22,4.34,No,Yes
Slovenia,2019,24,44.70,No,Yes
Slovenia,2019,30,0.00,No,Yes
Slovenia,2019,40,2.56,No,Yes
Slovenia,2019,47,0.00,No,Yes
Slovenia,2019,72,0.27,No,Yes
Slovenia,2019,73,1.71,No,Yes
Slovenia,2019,87,6.19,No,Yes
Slovenia,2019,94,2.43,No,Yes
Slovenia,2019,95,2.33,No,Yes
Slovenia,2018,2,5.15,No,Yes
Slovenia,2018,7,8.49,No,Yes
Slovenia,2018,8,5.87,No,Yes
Slovenia,2018,9,2.28,No,Yes
Slovenia,2018,10,3.84,No,Yes
Slovenia,2018,11,12.18,No,Yes
Slovenia,2018,14,0.00,No,Yes
Slovenia,2018,15,5.37,No,Yes
Slovenia,2018,16,17.98,No,Yes
Slovenia,2018,17,6.84,No,Yes
Slovenia,2018,18,6.13,No,Yes
Slovenia,2018,19,10.65,No,Yes
Slovenia,2018,20,17.47,No,Yes
Slovenia,2018,22,4.34,No,Yes
Slovenia,2018,24,44.70,No,Yes
Slovenia,2018,30,0.00,No,Yes
Slovenia,2018,40,2.56,No,Yes
Slovenia,2018,47,0.00,No,Yes
Slovenia,2018,72,0.27,No,Yes
Slovenia,2018,73,1.71,No,Yes
Slovenia,2018,87,6.19,No,Yes
Slovenia,2018,94,2.43,No,Yes
Slovenia,2018,95,2.33,No,Yes
Slovenia,2017,2,5.15,No,Yes
Slovenia,2017,7,8.49,No,Yes
Slovenia,2017,8,5.87,No,Yes
Slovenia,2017,9,2.28,No,Yes
Slovenia,2017,10,2.15,No,Yes
Slovenia,2017,11,12.18,No,Yes
Slovenia,2017,14,0.00,No,Yes
Slovenia,2017,15,5.37,No,Yes
Slovenia,2017,16,17.98,No,Yes
Slovenia,2017,17,6.84,No,Yes
Slovenia,2017,18,6.13,No,Yes
Slovenia,2017,19,10.65,No,Yes
Slovenia,2017,20,17.47,No,Yes
Slovenia,2017,22,4.34,No,Yes
Slovenia,2017,24,44.70,No,Yes
Slovenia,2017,30,0.00,No,Yes
Slovenia,2017,40,2.56,No,Yes
Slovenia,2017,47,0.00,No,Yes
Slovenia,2017,72,0.27,No,Yes
Slovenia,2017,73,1.71,No,Yes
Slovenia,2017,87,6.19,No,Yes
Slovenia,2017,94,2.43,No,Yes
Slovenia,2017,95,2.33,No,Yes
Slovenia,2016,2,5.15,No,Yes
Slovenia,2016,7,8.49,No,Yes
Slovenia,2016,8,5.87,No,Yes
Slovenia,2016,9,2.28,No,Yes
Slovenia,2016,10,2.15,No,Yes
Slovenia,2016,11,12.18,No,Yes
Slovenia,2016,14,0.00,No,Yes
Slovenia,2016,15,5.37,No,Yes
Slovenia,2016,16,17.93,No,Yes
Slovenia,2016,17,6.84,No,Yes
Slovenia,2016,18,6.13,No,Yes
Slovenia,2016,19,10.65,No,Yes
Slovenia,2016,20,17.47,No,Yes
Slovenia,2016,22,3.94,No,Yes
Slovenia,2016,24,44.70,No,Yes
Slovenia,2016,30,0.00,No,Yes
Slovenia,2016,40,2.65,No,Yes
Slovenia,2016,47,0.00,No,Yes
Slovenia,2016,72,0.27,No,Yes
Slovenia,2016,73,1.71,No,Yes
Slovenia,2016,87,5.81,No,Yes
Slovenia,2016,94,2.27,No,Yes
Slovenia,2016,95,2.33,No,Yes
Slovenia,2015,2,5.15,No,Yes
Slovenia,2015,7,8.49,No,Yes
Slovenia,2015,8,5.87,No,Yes
Slovenia,2015,9,2.28,No,Yes
Slovenia,2015,10,2.15,No,Yes
Slovenia,2015,11,12.18,No,Yes
Slovenia,2015,14,0.00,No,Yes
Slovenia,2015,15,5.37,No,Yes
Slovenia,2015,16,17.93,No,Yes
Slovenia,2015,17,6.84,No,Yes
Slovenia,2015,18,6.13,No,Yes
Slovenia,2015,19,10.65,No,Yes
Slovenia,2015,20,17.47,No,Yes
Slovenia,2015,22,3.94,No,Yes
Slovenia,2015,24,44.70,No,Yes
Slovenia,2015,30,0.00,No,Yes
Slovenia,2015,40,2.65,No,Yes
Slovenia,2015,47,0.00,No,Yes
Slovenia,2015,72,0.27,No,Yes
Slovenia,2015,73,1.71,No,Yes
Slovenia,2015,87,5.81,No,Yes
Slovenia,2015,94,2.27,No,Yes
Slovenia,2015,95,2.33,No,Yes
Slovenia,2014,2,5.15,No,Yes
Slovenia,2014,7,8.49,No,Yes
Slovenia,2014,8,5.87,No,Yes
Slovenia,2014,9,2.28,No,Yes
Slovenia,2014,10,2.15,No,Yes
Slovenia,2014,11,12.18,No,Yes
Slovenia,2014,14,0.00,No,Yes
Slovenia,2014,15,5.37,No,Yes
Slovenia,2014,16,17.93,No,Yes
Slovenia,2014,17,6.84,No,Yes
Slovenia,2014,18,6.13,No,Yes
Slovenia,2014,19,10.65,No,Yes
Slovenia,2014,20,17.47,No,Yes
Slovenia,2014,22,3.94,No,Yes
Slovenia,2014,24,44.70,No,Yes
Slovenia,2014,30,0.00,No,Yes
Slovenia,2014,40,2.65,No,Yes
Slovenia,2014,47,0.00,No,Yes
Slovenia,2014,72,0.27,No,Yes
Slovenia,2014,73,1.71,No,Yes
Slovenia,2014,87,5.81,No,Yes
Slovenia,2014,94,2.27,No,Yes
Slovenia,2014,95,2.33,No,Yes
Slovenia,2013,2,5.15,No,Yes
Slovenia,2013,7,8.49,No,Yes
Slovenia,2013,8,5.87,No,Yes
Slovenia,2013,9,2.28,No,Yes
Slovenia,2013,10,2.15,No,Yes
Slovenia,2013,11,12.18,No,Yes
Slovenia,2013,14,0.00,No,Yes
Slovenia,2013,15,5.37,No,Yes
Slovenia,2013,16,17.58,No,Yes
Slovenia,2013,17,6.84,No,Yes
Slovenia,2013,18,6.13,No,Yes
Slovenia,2013,19,10.65,No,Yes
Slovenia,2013,20,17.49,No,Yes
Slovenia,2013,22,3.94,No,Yes
Slovenia,2013,24,44.70,No,Yes
Slovenia,2013,30,0.00,No,Yes
Slovenia,2013,40,2.65,No,Yes
Slovenia,2013,47,0.00,No,Yes
Slovenia,2013,72,0.27,No,Yes
Slovenia,2013,73,1.71,No,Yes
Slovenia,2013,87,5.81,No,Yes
Slovenia,2013,94,2.27,No,Yes
Slovenia,2013,95,2.33,No,Yes
Slovenia,2012,2,5.15,No,Yes
Slovenia,2012,7,8.49,No,Yes
Slovenia,2012,8,6.40,No,Yes
Slovenia,2012,9,2.28,No,Yes
Slovenia,2012,10,1.98,No,Yes
Slovenia,2012,11,12.18,No,Yes
Slovenia,2012,14,0.00,No,Yes
Slovenia,2012,15,5.37,No,Yes
Slovenia,2012,16,17.58,No,Yes
Slovenia,2012,17,6.84,No,Yes
Slovenia,2012,18,6.13,No,Yes
Slovenia,2012,19,10.65,No,Yes
Slovenia,2012,20,17.49,No,Yes
Slovenia,2012,22,3.94,No,Yes
Slovenia,2012,24,44.70,No,Yes
Slovenia,2012,30,0.00,No,Yes
Slovenia,2012,40,2.65,No,Yes
Slovenia,2012,47,0.00,No,Yes
Slovenia,2012,72,0.27,No,Yes
Slovenia,2012,73,1.71,No,Yes
Slovenia,2012,87,5.81,No,Yes
Slovenia,2012,94,2.27,No,Yes
Slovenia,2012,95,2.33,No,Yes
Slovenia,2011,2,5.18,No,Yes
Slovenia,2011,7,8.92,No,Yes
Slovenia,2011,8,6.14,No,Yes
Slovenia,2011,9,2.26,No,Yes
Slovenia,2011,10,2.96,No,Yes
Slovenia,2011,11,12.18,No,Yes
Slovenia,2011,14,0.00,No,Yes
Slovenia,2011,15,5.57,No,Yes
Slovenia,2011,16,15.23,No,Yes
Slovenia,2011,17,6.84,No,Yes
Slovenia,2011,18,6.13,No,Yes
Slovenia,2011,19,10.65,No,Yes
Slovenia,2011,20,17.29,No,Yes
Slovenia,2011,22,3.94,No,Yes
Slovenia,2011,24,39.67,No,Yes
Slovenia,2011,30,0.00,No,Yes
Slovenia,2011,40,2.65,No,Yes
Slovenia,2011,47,0.00,No,Yes
Slovenia,2011,72,0.27,No,Yes
Slovenia,2011,73,1.72,No,Yes
Slovenia,2011,87,5.78,No,Yes
Slovenia,2011,94,2.27,No,Yes
Slovenia,2011,95,2.33,No,Yes
Slovenia,2010,2,5.18,No,Yes
Slovenia,2010,7,8.92,No,Yes
Slovenia,2010,8,6.14,No,Yes
Slovenia,2010,9,2.26,No,Yes
Slovenia,2010,10,4.48,No,Yes
Slovenia,2010,11,12.18,No,Yes
Slovenia,2010,14,0.00,No,Yes
Slovenia,2010,15,5.57,No,Yes
Slovenia,2010,16,15.23,No,Yes
Slovenia,2010,17,6.84,No,Yes
Slovenia,2010,18,6.13,No,Yes
Slovenia,2010,19,10.65,No,Yes
Slovenia,2010,20,17.29,No,Yes
Slovenia,2010,22,3.94,No,Yes
Slovenia,2010,24,39.67,No,Yes
Slovenia,2010,30,0.00,No,Yes
Slovenia,2010,40,2.65,No,Yes
Slovenia,2010,47,0.00,No,Yes
Slovenia,2010,72,0.27,No,Yes
Slovenia,2010,73,1.72,No,Yes
Slovenia,2010,87,5.78,No,Yes
Slovenia,2010,94,2.28,No,Yes
Slovenia,2010,95,2.33,No,Yes
Austria,2020,2,5.15,No,Yes
Austria,2020,7,8.49,No,Yes
Austria,2020,8,5.87,No,Yes
Austria,2020,9,2.28,No,Yes
Austria,2020,10,2.15,No,Yes
Austria,2020,11,12.18,No,Yes
Austria,2020,14,0.00,No,Yes
Austria,2020,15,5.35,No,Yes
Austria,2020,16,17.98,No,Yes
Austria,2020,17,6.84,No,Yes
Austria,2020,18,6.13,No,Yes
Austria,2020,19,10.65,No,Yes
Austria,2020,20,17.47,No,Yes
Austria,2020,22,4.34,No,Yes
Austria,2020,24,44.70,No,Yes
Austria,2020,30,0.00,No,Yes
Austria,2020,40,2.56,No,Yes
Austria,2020,47,0.00,No,Yes
Austria,2020,72,0.27,No,Yes
Austria,2020,73,1.71,No,Yes
Austria,2020,87,6.19,No,Yes
Austria,2020,94,2.43,No,Yes
Austria,2020,95,2.33,No,Yes
Austria,2019,2,5.15,No,Yes
Austria,2019,7,8.49,No,Yes
Austria,2019,8,5.87,No,Yes
Austria,2019,9,2.28,No,Yes
Austria,2019,10,2.15,No,Yes
Austria,2019,11,12.18,No,Yes
Austria,2019,14,0.00,No,Yes
Austria,2019,15,5.37,No,Yes
Austria,2019,16,17.98,No,Yes
Austria,2019,17,6.84,No,Yes
Austria,2019,18,6.13,No,Yes
Austria,2019,19,10.65,No,Yes
Austria,2019,20,17.47,No,Yes
Austria,2019,22,4.34,No,Yes
Austria,2019,24,44.70,No,Yes
Austria,2019,30,0.00,No,Yes
Austria,2019,40,2.56,No,Yes
Austria,2019,47,0.00,No,Yes
Austria,2019,72,0.27,No,Yes
Austria,2019,73,1.71,No,Yes
Austria,2019,87,6.19,No,Yes
Austria,2019,94,2.43,No,Yes
Austria,2019,95,2.33,No,Yes
Austria,2018,2,5.15,No,Yes
Austria,2018,7,8.49,No,Yes
Austria,2018,8,5.87,No,Yes
Austria,2018,9,2.28,No,Yes
Austria,2018,10,3.84,No,Yes
Austria,2018,11,12.18,No,Yes
Austria,2018,14,0.00,No,Yes
Austria,2018,15,5.37,No,Yes
Austria,2018,16,17.98,No,Yes
Austria,2018,17,6.84,No,Yes
Austria,2018,18,6.13,No,Yes
Austria,2018,19,10.65,No,Yes
Austria,2018,20,17.47,No,Yes
Austria,2018,22,4.34,No,Yes
Austria,2018,24,44.70,No,Yes
Austria,2018,30,0.00,No,Yes
Austria,2018,40,2.56,No,Yes
Austria,2018,47,0.00,No,Yes
Austria,2018,72,0.27,No,Yes
Austria,2018,73,1.71,No,Yes
Austria,2018,87,6.19,No,Yes
Austria,2018,94,2.43,No,Yes
Austria,2018,95,2.33,No,Yes
Austria,2017,2,5.15,No,Yes
Austria,2017,7,8.49,No,Yes
Austria,2017,8,5.87,No,Yes
Austria,2017,9,2.28,No,Yes
Austria,2017,10,2.15,No,Yes
Austria,2017,11,12.18,No,Yes
Austria,2017,14,0.00,No,Yes
Austria,2017,15,5.37,No,Yes
Austria,2017,16,17.98,No,Yes
Austria,2017,17,6.84,No,Yes
Austria,2017,18,6.13,No,Yes
Austria,2017,19,10.65,No,Yes
Austria,2017,20,17.47,No,Yes
Austria,2017,22,4.34,No,Yes
Austria,2017,24,44.70,No,Yes
Austria,2017,30,0.00,No,Yes
Austria,2017,40,2.56,No,Yes
Austria,2017,47,0.00,No,Yes
Austria,2017,72,0.27,No,Yes
Austria,2017,73,1.71,No,Yes
Austria,2017,87,6.19,No,Yes
Austria,2017,94,2.43,No,Yes
Austria,2017,95,2.33,No,Yes
Austria,2016,2,5.15,No,Yes
Austria,2016,7,8.49,No,Yes
Austria,2016,8,5.87,No,Yes
Austria,2016,9,2.28,No,Yes
Austria,2016,10,2.15,No,Yes
Austria,2016,11,12.18,No,Yes
Austria,2016,14,0.00,No,Yes
Austria,2016,15,5.37,No,Yes
Austria,2016,16,17.93,No,Yes
Austria,2016,17,6.84,No,Yes
Austria,2016,18,6.13,No,Yes
Austria,2016,19,10.65,No,Yes
Austria,2016,20,17.47,No,Yes
Austria,2016,22,3.94,No,Yes
Austria,2016,24,44.70,No,Yes
Austria,2016,30,0.00,No,Yes
Austria,2016,40,2.65,No,Yes
Austria,2016,47,0.00,No,Yes
Austria,2016,72,0.27,No,Yes
Austria,2016,73,1.71,No,Yes
Austria,2016,87,5.81,No,Yes
Austria,2016,94,2.27,No,Yes
Austria,2016,95,2.33,No,Yes
Austria,2015,2,5.15,No,Yes
Austria,2015,7,8.49,No,Yes
Austria,2015,8,5.87,No,Yes
Austria,2015,9,2.28,No,Yes
Austria,2015,10,2.15,No,Yes
Austria,2015,11,12.18,No,Yes
Austria,2015,14,0.00,No,Yes
Austria,2015,15,5.37,No,Yes
Austria,2015,16,17.93,No,Yes
Austria,2015,17,6.84,No,Yes
Austria,2015,18,6.13,No,Yes
Austria,2015,19,10.65,No,Yes
Austria,2015,20,17.47,No,Yes
Austria,2015,22,3.94,No,Yes
Austria,2015,24,44.70,No,Yes
Austria,2015,30,0.00,No,Yes
Austria,2015,40,2.65,No,Yes
Austria,2015,47,0.00,No,Yes
Austria,2015,72,0.27,No,Yes
Austria,2015,73,1.71,No,Yes
Austria,2015,87,5.81,No,Yes
Austria,2015,94,2.27,No,Yes
Austria,2015,95,2.33,No,Yes
Austria,2014,2,5.15,No,Yes
Austria,2014,7,8.49,No,Yes
Austria,2014,8,5.87,No,Yes
Austria,2014,9,2.28,No,Yes
Austria,2014,10,2.15,No,Yes
Austria,2014,11,12.18,No,Yes
Austria,2014,14,0.00,No,Yes
Austria,2014,15,5.37,No,Yes
Austria,2014,16,17.93,No,Yes
Austria,2014,17,6.84,No,Yes
Austria,2014,18,6.13,No,Yes
Austria,2014,19,10.65,No,Yes
Austria,2014,20,17.47,No,Yes
Austria,2014,22,3.94,No,Yes
Austria,2014,24,44.70,No,Yes
Austria,2014,30,0.00,No,Yes
Austria,2014,40,2.65,No,Yes
Austria,2014,47,0.00,No,Yes
Austria,2014,72,0.27,No,Yes
Austria,2014,73,1.71,No,Yes
Austria,2014,87,5.81,No,Yes
Austria,2014,94,2.27,No,Yes
Austria,2014,95,2.33,No,Yes
Austria,2013,2,5.15,No,Yes
Austria,2013,7,8.49,No,Yes
Austria,2013,8,5.87,No,Yes
Austria,2013,9,2.28,No,Yes
Austria,2013,10,2.15,No,Yes
Austria,2013,11,12.18,No,Yes
Austria,2013,14,0.00,No,Yes
Austria,2013,15,5.37,No,Yes
Austria,2013,16,17.58,No,Yes
Austria,2013,17,6.84,No,Yes
Austria,2013,18,6.13,No,Yes
Austria,2013,19,10.65,No,Yes
Austria,2013,20,17.49,No,Yes
Austria,2013,22,3.94,No,Yes
Austria,2013,24,44.70,No,Yes
Austria,2013,30,0.00,No,Yes
Austria,2013,40,2.65,No,Yes
Austria,2013,47,0.00,No,Yes
Austria,2013,72,0.27,No,Yes
Austria,2013,73,1.71,No,Yes
Austria,2013,87,5.81,No,Yes
Austria,2013,94,2.27,No,Yes
Austria,2013,95,2.33,No,Yes
Austria,2012,2,5.15,No,Yes
Austria,2012,7,8.49,No,Yes
Austria,2012,8,6.40,No,Yes
Austria,2012,9,2.28,No,Yes
Austria,2012,10,1.98,No,Yes
Austria,2012,11,12.18,No,Yes
Austria,2012,14,0.00,No,Yes
Austria,2012,15,5.37,No,Yes
Austria,2012,16,17.58,No,Yes
Austria,2012,17,6.84,No,Yes
Austria,2012,18,6.13,No,Yes
Austria,2012,19,10.65,No,Yes
Austria,2012,20,17.49,No,Yes
Austria,2012,22,3.94,No,Yes
Austria,2012,24,44.70,No,Yes
Austria,2012,30,0.00,No,Yes
Austria,2012,40,2.65,No,Yes
Austria,2012,47,0.00,No,Yes
Austria,2012,72,0.27,No,Yes
Austria,2012,73,1.71,No,Yes
Austria,2012,87,5.81,No,Yes
Austria,2012,94,2.27,No,Yes
Austria,2012,95,2.33,No,Yes
Austria,2011,2,5.18,No,Yes
Austria,2011,7,8.92,No,Yes
Austria,2011,8,6.14,No,Yes
Austria,2011,9,2.26,No,Yes
Austria,2011,10,2.96,No,Yes
Austria,2011,11,12.18,No,Yes
Austria,2011,14,0.00,No,Yes
Austria,2011,15,5.57,No,Yes
Austria,2011,16,15.23,No,Yes
Austria,2011,17,6.84,No,Yes
Austria,2011,18,6.13,No,Yes
Austria,2011,19,10.65,No,Yes
Austria,2011,20,17.29,No,Yes
Austria,2011,22,3.94,No,Yes
Austria,2011,24,39.67,No,Yes
Austria,2011,30,0.00,No,Yes
Austria,2011,40,2.65,No,Yes
Austria,2011,47,0.00,No,Yes
Austria,2011,72,0.27,No,Yes
Austria,2011,73,1.72,No,Yes
Austria,2011,87,5.78,No,Yes
Austria,2011,94,2.27,No,Yes
Austria,2011,95,2.33,No,Yes
Austria,2010,2,5.18,No,Yes
Austria,2010,7,8.92,No,Yes
Austria,2010,8,6.14,No,Yes
Austria,2010,9,2.26,No,Yes
Austria,2010,10,4.48,No,Yes
Austria,2010,11,12.18,No,Yes
Austria,2010,14,0.00,No,Yes
Austria,2010,15,5.57,No,Yes
Austria,2010,16,15.23,No,Yes
Austria,2010,17,6.84,No,Yes
Austria,2010,18,6.13,No,Yes
Austria,2010,19,10.65,No,Yes
Austria,2010,20,17.29,No,Yes
Austria,2010,22,3.94,No,Yes
Austria,2010,24,39.67,No,Yes
Austria,2010,30,0.00,No,Yes
Austria,2010,40,2.65,No,Yes
Austria,2010,47,0.00,No,Yes
Austria,2010,72,0.27,No,Yes
Austria,2010,73,1.72,No,Yes
Austria,2010,87,5.78,No,Yes
Austria,2010,94,2.28,No,Yes
Austria,2010,95,2.33,No,Yes
Finland,2020,2,5.15,No,Yes
Finland,2020,7,8.49,No,Yes
Finland,2020,8,5.87,No,Yes
Finland,2020,9,2.28,No,Yes
Finland,2020,10,2.15,No,Yes
Finland,2020,11,12.18,No,Yes
Finland,2020,14,0.00,No,Yes
Finland,2020,15,5.35,No,Yes
Finland,2020,16,17.98,No,Yes
Finland,2020,17,6.84,No,Yes
Finland,2020,18,6.13,No,Yes
Finland,2020,19,10.65,No,Yes
Finland,2020,20,17.47,No,Yes
Finland,2020,22,4.34,No,Yes
Finland,2020,24,44.70,No,Yes
Finland,2020,30,0.00,No,Yes
Finland,2020,40,2.56,No,Yes
Finland,2020,47,0.00,No,Yes
Finland,2020,72,0.27,No,Yes
Finland,2020,73,1.71,No,Yes
Finland,2020,87,6.19,No,Yes
Finland,2020,94,2.43,No,Yes
Finland,2020,95,2.33,No,Yes
Finland,2019,2,5.15,No,Yes
Finland,2019,7,8.49,No,Yes
Finland,2019,8,5.87,No,Yes
Finland,2019,9,2.28,No,Yes
Finland,2019,10,2.15,No,Yes
Finland,2019,11,12.18,No,Yes
Finland,2019,14,0.00,No,Yes
Finland,2019,15,5.37,No,Yes
Finland,2019,16,17.98,No,Yes
Finland,2019,17,6.84,No,Yes
Finland,2019,18,6.13,No,Yes
Finland,2019,19,10.65,No,Yes
Finland,2019,20,17.47,No,Yes
Finland,2019,22,4.34,No,Yes
Finland,2019,24,44.70,No,Yes
Finland,2019,30,0.00,No,Yes
Finland,2019,40,2.56,No,Yes
Finland,2019,47,0.00,No,Yes
Finland,2019,72,0.27,No,Yes
Finland,2019,73,1.71,No,Yes
Finland,2019,87,6.19,No,Yes
Finland,2019,94,2.43,No,Yes
Finland,2019,95,2.33,No,Yes
Finland,2018,2,5.15,No,Yes
Finland,2018,7,8.49,No,Yes
Finland,2018,8,5.87,No,Yes
Finland,2018,9,2.28,No,Yes
Finland,2018,10,3.84,No,Yes
Finland,2018,11,12.18,No,Yes
Finland,2018,14,0.00,No,Yes
Finland,2018,15,5.37,No,Yes
Finland,2018,16,17.98,No,Yes
Finland,2018,17,6.84,No,Yes
Finland,2018,18,6.13,No,Yes
Finland,2018,19,10.65,No,Yes
Finland,2018,20,17.47,No,Yes
Finland,2018,22,4.34,No,Yes
Finland,2018,24,44.70,No,Yes
Finland,2018,30,0.00,No,Yes
Finland,2018,40,2.56,No,Yes
Finland,2018,47,0.00,No,Yes
Finland,2018,72,0.27,No,Yes
Finland,2018,73,1.71,No,Yes
Finland,2018,87,6.19,No,Yes
Finland,2018,94,2.43,No,Yes
Finland,2018,95,2.33,No,Yes
Finland,2017,2,5.15,No,Yes
Finland,2017,7,8.49,No,Yes
Finland,2017,8,5.87,No,Yes
Finland,2017,9,2.28,No,Yes
Finland,2017,10,2.15,No,Yes
Finland,2017,11,12.18,No,Yes
Finland,2017,14,0.00,No,Yes
Finland,2017,15,5.37,No,Yes
Finland,2017,16,17.98,No,Yes
Finland,2017,17,6.84,No,Yes
Finland,2017,18,6.13,No,Yes
Finland,2017,19,10.65,No,Yes
Finland,2017,20,17.47,No,Yes
Finland,2017,22,4.34,No,Yes
Finland,2017,24,44.70,No,Yes
Finland,2017,30,0.00,No,Yes
Finland,2017,40,2.56,No,Yes
Finland,2017,47,0.00,No,Yes
Finland,2017,72,0.27,No,Yes
Finland,2017,73,1.71,No,Yes
Finland,2017,87,6.19,No,Yes
Finland,2017,94,2.43,No,Yes
Finland,2017,95,2.33,No,Yes
Finland,2016,2,5.15,No,Yes
Finland,2016,7,8.49,No,Yes
Finland,2016,8,5.87,No,Yes
Finland,2016,9,2.28,No,Yes
Finland,2016,10,2.15,No,Yes
Finland,2016,11,12.18,No,Yes
Finland,2016,14,0.00,No,Yes
Finland,2016,15,5.37,No,Yes
Finland,2016,16,17.93,No,Yes
Finland,2016,17,6.84,No,Yes
Finland,2016,18,6.13,No,Yes
Finland,2016,19,10.65,No,Yes
Finland,2016,20,17.47,No,Yes
Finland,2016,22,3.94,No,Yes
Finland,2016,24,44.70,No,Yes
Finland,2016,30,0.00,No,Yes
Finland,2016,40,2.65,No,Yes
Finland,2016,47,0.00,No,Yes
Finland,2016,72,0.27,No,Yes
Finland,2016,73,1.71,No,Yes
Finland,2016,87,5.81,No,Yes
Finland,2016,94,2.27,No,Yes
Finland,2016,95,2.33,No,Yes
Finland,2015,2,5.15,No,Yes
Finland,2015,7,8.49,No,Yes
Finland,2015,8,5.87,No,Yes
Finland,2015,9,2.28,No,Yes
Finland,2015,10,2.15,No,Yes
Finland,2015,11,12.18,No,Yes
Finland,2015,14,0.00,No,Yes
Finland,2015,15,5.37,No,Yes
Finland,2015,16,17.93,No,Yes
Finland,2015,17,6.84,No,Yes
Finland,2015,18,6.13,No,Yes
Finland,2015,19,10.65,No,Yes
Finland,2015,20,17.47,No,Yes
Finland,2015,22,3.94,No,Yes
Finland,2015,24,44.70,No,Yes
Finland,2015,30,0.00,No,Yes
Finland,2015,40,2.65,No,Yes
Finland,2015,47,0.00,No,Yes
Finland,2015,72,0.27,No,Yes
Finland,2015,73,1.71,No,Yes
Finland,2015,87,5.81,No,Yes
Finland,2015,94,2.27,No,Yes
Finland,2015,95,2.33,No,Yes
Finland,2014,2,5.15,No,Yes
Finland,2014,7,8.49,No,Yes
Finland,2014,8,5.87,No,Yes
Finland,2014,9,2.28,No,Yes
Finland,2014,10,2.15,No,Yes
Finland,2014,11,12.18,No,Yes
Finland,2014,14,0.00,No,Yes
Finland,2014,15,5.37,No,Yes
Finland,2014,16,17.93,No,Yes
Finland,2014,17,6.84,No,Yes
Finland,2014,18,6.13,No,Yes
Finland,2014,19,10.65,No,Yes
Finland,2014,20,17.47,No,Yes
Finland,2014,22,3.94,No,Yes
Finland,2014,24,44.70,No,Yes
Finland,2014,30,0.00,No,Yes
Finland,2014,40,2.65,No,Yes
Finland,2014,47,0.00,No,Yes
Finland,2014,72,0.27,No,Yes
Finland,2014,73,1.71,No,Yes
Finland,2014,87,5.81,No,Yes
Finland,2014,94,2.27,No,Yes
Finland,2014,95,2.33,No,Yes
Finland,2013,2,5.15,No,Yes
Finland,2013,7,8.49,No,Yes
Finland,2013,8,5.87,No,Yes
